reference,source,sentence_raw,construction,verb,dependency,final_input
reviews-118668-0003,naturalistic_data_review,Go in and you will not think you are in Chesapeake .,8,think,cc nsubj aux advmod conj ccomp,cc nsubj aux advmod conj ccomp [SEP] think [SEP] Go in and you will not think you are in Chesapeake .
reviews-251774-0006,naturalistic_data_review,"Dr. Ruona , if you read this , thank you for helping me get more healthy .",9,help,mark advcl obj xcomp,"mark advcl obj xcomp [SEP] help [SEP] Dr. Ruona , if you read this , thank you for helping me get more healthy ."
reviews-269560-0002,naturalistic_data_review,"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" .",8,say,advcl punct ccomp ccomp,"advcl punct ccomp ccomp [SEP] say [SEP] He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" ."
reviews-085980-0006,naturalistic_data_review,This was a less than impressive experience at Trio 's .,0,be,cop,cop [SEP] be [SEP] This was a less than impressive experience at Trio 's .
reviews-048201-0002,naturalistic_data_review,"The Donuts were very over proofed , making them stale and bready .",9,make,advcl obj xcomp,"advcl obj xcomp [SEP] make [SEP] The Donuts were very over proofed , making them stale and bready ."
reviews-030811-0002,naturalistic_data_review,"I highly recommend Debi , she does an amazing job , I "" love "" the way she cuts my hair , extremely thorough and cross checks her work to make sure my hair is perfect .",8,make,mark advcl xcomp,"mark advcl xcomp [SEP] make [SEP] I highly recommend Debi , she does an amazing job , I "" love "" the way she cuts my hair , extremely thorough and cross checks her work to make sure my hair is perfect ."
reviews-010393-0004,naturalistic_data_review,They have towed car for me a few times and I am always very satisfied with this services .,8,tow,nsubj aux root obj obl obl,nsubj aux root obj obl obl [SEP] tow [SEP] They have towed car for me a few times and I am always very satisfied with this services .
reviews-105518-0003,naturalistic_data_review,The staff was very helpful in finding the right dog for me and the care my pup received was outstanding .,8,receive,nsubj acl,nsubj acl [SEP] receive [SEP] The staff was very helpful in finding the right dog for me and the care my pup received was outstanding .
reviews-361316-0001,naturalistic_data_review,best quote ever My gate was stuck halfway open so I called A CLASS Garage Doors Dr Services .,0,be,cop,cop [SEP] be [SEP] best quote ever My gate was stuck halfway open so I called A CLASS Garage Doors Dr Services .
reviews-257296-0005,naturalistic_data_review,It is a great course for local golfers to be proud of and all the comments in 2008 have been very positive !!,0,be,cop,cop [SEP] be [SEP] It is a great course for local golfers to be proud of and all the comments in 2008 have been very positive !!
reviews-333243-0006,naturalistic_data_review,"Asked why , Rod simply told me that he had to research how to do the amendment ( it was an amended to show that I had purchased a home - nothing out of the ordinary , one would think ) and that took time to figure out .",8,purchase,mark nsubj aux ccomp obj,"mark nsubj aux ccomp obj [SEP] purchase [SEP] Asked why , Rod simply told me that he had to research how to do the amendment ( it was an amended to show that I had purchased a home - nothing out of the ordinary , one would think ) and that took time to figure out ."
reviews-200429-0005,naturalistic_data_review,"Seems like all they care about is the money and getting home on time , NO care for the customers AT ALL !!!",0,seem,root advcl parataxis,"root advcl parataxis [SEP] seem [SEP] Seems like all they care about is the money and getting home on time , NO care for the customers AT ALL !!!"
reviews-269560-0002,naturalistic_data_review,"He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" .",8,order,punct nsubj aux advmod ccomp obj punct,"punct nsubj aux advmod ccomp obj punct [SEP] order [SEP] He preceded to grab the slice off the countertop and throw it into the trash while yelling at me saying , "" you do not order what you do not know about "" and "" you do n't know how pizza is made "" ."
reviews-385281-0006,naturalistic_data_review,I would highly recommend it and will be going back for my next haircut .,8,recommend,nsubj aux advmod root obj conj punct,nsubj aux advmod root obj conj punct [SEP] recommend [SEP] I would highly recommend it and will be going back for my next haircut .
reviews-077034-0001,naturalistic_data_review,"I loved the atmosphere here and the food is good , however the tables are so close together that it feels very cramped .",0,be,cop,"cop [SEP] be [SEP] I loved the atmosphere here and the food is good , however the tables are so close together that it feels very cramped ."
reviews-055207-0005,naturalistic_data_review,You 'd think they would do a good job but they do n't care unless they are getting paid full price .,6,pay,mark nsubj,mark nsubj [SEP] pay [SEP] You 'd think they would do a good job but they do n't care unless they are getting paid full price .
reviews-070730-0003,naturalistic_data_review,The sweet potato tempura roll was actually a great surprise,8,get,punct cc nsubj advmod parataxis obj punct,punct cc nsubj advmod parataxis obj punct [SEP] get [SEP] The sweet potato tempura roll was actually a great surprise
reviews-247097-0005,naturalistic_data_review,I actually loss 4 pounds after my 1st treatment and loss 2 pounds after my 2nd treatment .,8,loss,_,_ [SEP] loss [SEP] I actually loss 4 pounds after my 1st treatment and loss 2 pounds after my 2nd treatment .
reviews-128168-0008,naturalistic_data_review,He also hurt my toes will pushing my cuticles back .,1,push,mark advcl obj advmod,mark advcl obj advmod [SEP] push [SEP] He also hurt my toes will pushing my cuticles back .
reviews-335225-0002,naturalistic_data_review,"After my trees were cleaned up , they gave me a jar of salsa .",6,clean,mark nsubj,"mark nsubj [SEP] clean [SEP] After my trees were cleaned up , they gave me a jar of salsa ."
reviews-018465-0013,naturalistic_data_review,I cried the entire way home .,7,cry,nsubj root advmod punct,nsubj root advmod punct [SEP] cry [SEP] I cried the entire way home .
reviews-342811-0012,naturalistic_data_review,"When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night , it seemed to take the hotel staff quite a while to quiet them down .",0,seem,advcl punct expl root xcomp punct,"advcl punct expl root xcomp punct [SEP] seem [SEP] When we called the front desk about an extremely boisterous crowd in the hall outside our door quite late at night , it seemed to take the hotel staff quite a while to quiet them down ."
reviews-359433-0002,naturalistic_data_review,We have used them for plumbing & A / C and they are affordable and get the work done right .,0,be,cop,cop [SEP] be [SEP] We have used them for plumbing & A / C and they are affordable and get the work done right .
reviews-180886-0006,naturalistic_data_review,He really made the visit a pain free one with excellent service !,9,make,nsubj advmod root obj xcomp obl punct,nsubj advmod root obj xcomp obl punct [SEP] make [SEP] He really made the visit a pain free one with excellent service !
reviews-003418-0009,naturalistic_data_review,"I eventually decided to just pay the balance even though the doctor has already been paid , but now the collection agency is trying to say another reversal of $ 160.00 has come through .",8,pay,mark advmod xcomp obj advcl,"mark advmod xcomp obj advcl [SEP] pay [SEP] I eventually decided to just pay the balance even though the doctor has already been paid , but now the collection agency is trying to say another reversal of $ 160.00 has come through ."
reviews-229623-0003,naturalistic_data_review,"It 's not the classiest place , but it was cleaner than I expected and the staff was very friendly .",0,be,cop,"cop [SEP] be [SEP] It 's not the classiest place , but it was cleaner than I expected and the staff was very friendly ."
reviews-125522-0003,naturalistic_data_review,Calls are now forwarded to Malcolm Smith Motorsports down the road .,6,forward,nsubj,nsubj [SEP] forward [SEP] Calls are now forwarded to Malcolm Smith Motorsports down the road .
reviews-016861-0004,naturalistic_data_review,I highly recommend Bay View if you are looking for Accommodation in Camps Bay .,8,look,mark nsubj aux advcl obl,mark nsubj aux advcl obl [SEP] look [SEP] I highly recommend Bay View if you are looking for Accommodation in Camps Bay .
reviews-339176-0004,naturalistic_data_review,"The thing is , you still get high quality service at nicely discounted rates !",8,get,nsubj advmod ccomp obj obl,"nsubj advmod ccomp obj obl [SEP] get [SEP] The thing is , you still get high quality service at nicely discounted rates !"
reviews-079375-0006,naturalistic_data_review,"In this day it s rare to find such wonderful people who CARE , Not the kind of want to make cash .",0,s,cop,"cop [SEP] s [SEP] In this day it s rare to find such wonderful people who CARE , Not the kind of want to make cash ."
reviews-288100-0002,naturalistic_data_review,"I began seeing Dr. Romanick back in 2000 and have seen a significant decline in the quality of care , patient - doctor communication , and just the overall level of services .",8,begin,nsubj root xcomp obl conj punct,"nsubj root xcomp obl conj punct [SEP] begin [SEP] I began seeing Dr. Romanick back in 2000 and have seen a significant decline in the quality of care , patient - doctor communication , and just the overall level of services ."
